LLP Dijkstra, Dijkstra, DeltaStepping, FloydWarshall, LLP Transitive Closure
1309.157958984375, 10.913000106811523, 3795.0380859375, 345.63800048828125, 305.2430114746094
899.5579833984375, 5.48799991607666, 4918.52490234375, 298.94000244140625, 291.5379943847656
955.1599731445312, 6.043000221252441, 5599.576171875, 506.6820068359375, 410.00799560546875
1046.2879638671875, 7.053999900817871, 3087.7099609375, 310.9469909667969, 319.2510070800781
884.5170288085938, 7.320000171661377, 2759.764892578125, 299.322998046875, 305.239990234375
1841.488037109375, 7.610000133514404, 3978.261962890625, 284.35198974609375, 390.1730041503906
923.7490234375, 5.052000045776367, 2852.25390625, 305.5220031738281, 272.0710144042969
871.4420166015625, 5.363999843597412, 2661.721923828125, 308.0159912109375, 303.89801025390625
853.0599975585938, 5.540999889373779, 3753.741943359375, 425.760986328125, 2575.323974609375
952.447021484375, 5.166999816894531, 2750.862060546875, 315.656005859375, 327.1860046386719
863.4619750976562, 5.6620001792907715, 3028.1220703125, 388.86700439453125, 293.9830017089844
944.7069702148438, 6.48799991607666, 3829.35888671875, 629.6619873046875, 436.5780029296875
1059.0169677734375, 8.62600040435791, 3632.299072265625, 300.7720031738281, 349.7659912109375
1517.0909423828125, 6.178999900817871, 3565.491943359375, 347.1310119628906, 354.7279968261719
1191.4840087890625, 5.416999816894531, 3088.68994140625, 350.8599853515625, 330.7799987792969
1613.2530517578125, 8.880999565124512, 2977.508056640625, 371.385009765625, 274.2120056152344
998.1339721679688, 6.6020002365112305, 2912.31005859375, 292.4070129394531, 324.1499938964844
877.5969848632812, 5.373000144958496, 4961.033203125, 396.7650146484375, 430.718994140625
1837.0360107421875, 8.512999534606934, 2783.306884765625, 329.4909973144531, 306.9700012207031
921.0900268554688, 11.647000312805176, 2655.8330078125, 319.6180114746094, 282.0050048828125
898.5, 5.339000225067139, 2705.58203125, 630.0590209960938, 327.5920104980469
2088.028076171875, 11.619000434875488, 3223.26708984375, 323.2380065917969, 470.7340087890625
2325.361083984375, 5.763000011444092, 2719.741943359375, 319.05999755859375, 340.5880126953125
897.5, 6.306000232696533, 2697.589111328125, 658.9249877929688, 338.0719909667969
1803.4530029296875, 6.857999801635742, 3125.205078125, 363.7120056152344, 295.0090026855469
1021.7730102539062, 7.059000015258789, 2735.552978515625, 353.9679870605469, 321.4219970703125
936.8809814453125, 5.449999809265137, 5117.158203125, 481.8869934082031, 639.4520263671875
1450.7039794921875, 7.947000026702881, 3300.529052734375, 734.4569702148438, 338.1409912109375
1111.6099853515625, 6.2270002365112305, 2966.10595703125, 343.27301025390625, 316.4150085449219
965.9149780273438, 7.086999893188477, 3654.202880859375, 334.78399658203125, 682.7579956054688
2685.261962890625, 7.184000015258789, 3025.632080078125, 310.1940002441406, 357.87701416015625
922.8809814453125, 5.245999813079834, 2846.337890625, 377.7040100097656, 299.74200439453125
853.6480102539062, 5.085999965667725, 2734.055908203125, 275.0660095214844, 287.843994140625
1114.2640380859375, 7.381999969482422, 3402.572998046875, 387.0369873046875, 353.3370056152344
2316.56396484375, 5.2210001945495605, 2741.509033203125, 548.1539916992188, 311.239990234375
935.5599975585938, 7.263000011444092, 2735.06298828125, 318.114990234375, 315.43499755859375
901.3660278320312, 7.695000171661377, 3360.14111328125, 499.5, 332.5929870605469
1197.845947265625, 5.706999778747559, 2846.89111328125, 370.4639892578125, 292.93798828125
913.5679931640625, 5.817999839782715, 3643.242919921875, 334.8009948730469, 301.49200439453125
910.5850219726562, 5.908999919891357, 4258.59912109375, 657.8930053710938, 555.0579833984375
1058.3599853515625, 5.309999942779541, 2887.666015625, 277.19500732421875, 310.5639953613281
2186.9619140625, 5.116000175476074, 2804.924072265625, 293.4129943847656, 296.7879943847656
878.9959716796875, 5.382999897003174, 3487.952880859375, 322.0, 330.63800048828125
1447.22900390625, 7.886000156402588, 2632.721923828125, 300.32501220703125, 304.0050048828125
902.6820068359375, 5.289999961853027, 3594.991943359375, 307.00799560546875, 296.30999755859375
965.1110229492188, 5.164000034332275, 2535.22607421875, 284.4259948730469, 351.5979919433594
949.6179809570312, 6.946000099182129, 3683.156982421875, 324.5740051269531, 329.92401123046875
840.0869750976562, 5.38100004196167, 3101.23388671875, 279.2430114746094, 267.4570007324219
1119.9940185546875, 4.928999900817871, 3657.02001953125, 321.9289855957031, 326.4020080566406
896.7639770507812, 5.440000057220459, 4797.02392578125, 319.88299560546875, 309.3089904785156
984.9559936523438, 7.790999889373779, 3165.81591796875, 321.7330017089844, 274.9049987792969
876.14501953125, 4.954999923706055, 2524.340087890625, 282.3450012207031, 284.75
875.75, 12.585000038146973, 2523.787109375, 624.7360229492188, 280.2229919433594
1223.779052734375, 24.534000396728516, 2747.2080078125, 348.04901123046875, 290.8529968261719
836.5239868164062, 3.3910000324249268, 2482.2041015625, 315.14898681640625, 272.01300048828125
1298.780029296875, 3.249000072479248, 2553.18505859375, 290.9010009765625, 301.1910095214844
858.1400146484375, 3.2119998931884766, 3130.33203125, 380.010009765625, 289.2200012207031
1179.740966796875, 3.3389999866485596, 2763.89404296875, 304.56298828125, 341.0870056152344
944.1959838867188, 2.9189999103546143, 2550.60009765625, 314.6499938964844, 311.67401123046875
1325.383056640625, 3.1429998874664307, 2631.3359375, 282.0710144042969, 274.43701171875
859.4569702148438, 2.8410000801086426, 3342.636962890625, 347.41900634765625, 384.0429992675781
919.6170043945312, 6.51200008392334, 2593.2470703125, 306.3699951171875, 286.2229919433594
1244.5810546875, 2.4609999656677246, 2578.580078125, 282.5379943847656, 259.9110107421875
875.2420043945312, 2.8580000400543213, 2743.385986328125, 294.1369934082031, 289.9809875488281
1817.9310302734375, 5.065000057220459, 3005.02490234375, 329.88299560546875, 292.0660095214844
872.4619750976562, 3.490000009536743, 3013.43505859375, 284.2250061035156, 314.4259948730469
868.7540283203125, 2.575000047683716, 2549.81201171875, 289.57000732421875, 295.375
832.6909790039062, 2.4519999027252197, 3285.4951171875, 447.9490051269531, 413.0610046386719
1274.6419677734375, 3.305000066757202, 4314.39111328125, 327.8139953613281, 286.7049865722656
875.7919921875, 3.316999912261963, 2871.35498046875, 305.9939880371094, 277.0880126953125
903.3319702148438, 4.073999881744385, 3420.14404296875, 425.9259948730469, 307.1709899902344
1612.5030517578125, 4.313000202178955, 2913.424072265625, 1941.156005859375, 319.7929992675781
1004.7739868164062, 3.7090001106262207, 2542.14599609375, 289.1940002441406, 283.6889953613281
819.64599609375, 2.2219998836517334, 2676.633056640625, 1016.1710205078125, 307.989013671875
932.8579711914062, 5.058000087738037, 2906.281005859375, 419.9200134277344, 378.12701416015625
2058.323974609375, 4.695000171661377, 2687.958984375, 284.34100341796875, 313.51800537109375
886.6309814453125, 2.302999973297119, 2610.77587890625, 284.11700439453125, 325.4119873046875
935.5590209960938, 2.5889999866485596, 6287.21923828125, 285.3479919433594, 327.62200927734375
883.8350219726562, 3.7660000324249268, 3079.968994140625, 313.2539978027344, 292.2510070800781
857.8419799804688, 2.677999973297119, 2841.59912109375, 286.5889892578125, 298.9389953613281
3599.77099609375, 3.2990000247955322, 4524.66015625, 301.7550048828125, 302.24700927734375
943.989990234375, 3.0869998931884766, 3078.06689453125, 303.260009765625, 380.1929931640625
1366.6219482421875, 2.9489998817443848, 5866.39501953125, 630.0, 794.7340087890625
872.0089721679688, 3.2219998836517334, 4307.4931640625, 310.3179931640625, 301.0150146484375
1023.041015625, 3.9059998989105225, 3253.616943359375, 302.1990051269531, 374.85198974609375
987.5360107421875, 5.828000068664551, 6581.73486328125, 348.760009765625, 293.87200927734375
946.927978515625, 6.133999824523926, 3794.70703125, 300.1109924316406, 340.4620056152344
876.56201171875, 3.00600004196167, 7695.60302734375, 473.1090087890625, 347.3420104980469
934.9949951171875, 3.9579999446868896, 2877.264892578125, 355.8320007324219, 319.625
1074.7559814453125, 3.8989999294281006, 3119.77490234375, 345.22601318359375, 290.86700439453125
1055.4659423828125, 3.4660000801086426, 3918.489990234375, 356.885009765625, 425.3370056152344
1232.8060302734375, 17.884000778198242, 5939.84912109375, 323.7279968261719, 722.3200073242188
969.9450073242188, 5.948999881744385, 3316.2109375, 347.4169921875, 345.96600341796875
7540.9248046875, 3.869999885559082, 5263.02880859375, 365.27301025390625, 599.1680297851562
2428.2119140625, 9.949999809265137, 4909.01806640625, 302.5849914550781, 299.7460021972656
1685.8780517578125, 2.9700000286102295, 7405.0322265625, 455.72198486328125, 331.9540100097656
2744.277099609375, 7.270999908447266, 3597.298095703125, 400.1000061035156, 391.68798828125
973.2440185546875, 4.2129998207092285, 2935.24609375, 300.7720031738281, 338.6510009765625
1079.3060302734375, 2.76200008392334, 2708.492919921875, 294.97601318359375, 302.4200134277344
1192.9119873046875, 3.7290000915527344, 6077.5517578125, 318.9129943847656, 308.5589904785156
855.1240234375, 3.114000082015991, 2670.618896484375, 284.6650085449219, 305.27301025390625
855.4310302734375, 3.4730000495910645, 2642.68701171875, 304.42999267578125, 283.593994140625
855.3090209960938, 2.6600000858306885, 3345.81201171875, 371.2430114746094, 463.2510070800781
1964.1590576171875, 3.734999895095825, 2864.5029296875, 257.2120056152344, 318.2969970703125
938.7960205078125, 3.1070001125335693, 2753.632080078125, 286.44000244140625, 317.2099914550781
845.7899780273438, 3.816999912261963, 3436.700927734375, 499.8800048828125, 314.0419921875
1389.425048828125, 3.063999891281128, 3999.669921875, 294.72900390625, 286.0140075683594
888.3839721679688, 3.197000026702881, 2588.364990234375, 316.1629943847656, 262.7439880371094
919.0659790039062, 2.5399999618530273, 2802.2958984375, 558.676025390625, 334.5679931640625
1559.626953125, 3.4100000858306885, 3691.385009765625, 330.7139892578125, 338.5039978027344
1106.97900390625, 3.2179999351501465, 3983.8349609375, 365.7619934082031, 317.5249938964844
978.6939697265625, 3.565000057220459, 2751.616943359375, 295.0050048828125, 422.5039978027344
1222.3160400390625, 3.4210000038146973, 4558.5859375, 293.77301025390625, 326.7099914550781
846.18701171875, 7.2769999504089355, 2541.175048828125, 308.35400390625, 295.489013671875
849.0079956054688, 4.499000072479248, 2548.1220703125, 287.38299560546875, 302.3240051269531
854.0159912109375, 2.1459999084472656, 5725.73193359375, 305.906005859375, 308.6080017089844
874.93701171875, 3.934000015258789, 2604.16796875, 296.093994140625, 315.1390075683594
925.6859741210938, 2.625, 2981.6708984375, 302.8059997558594, 302.6719970703125
857.489990234375, 2.2950000762939453, 3418.680908203125, 388.8030090332031, 411.6709899902344
1070.5579833984375, 4.683000087738037, 2767.51806640625, 300.5260009765625, 314.510009765625
946.3369750976562, 4.2829999923706055, 3025.970947265625, 322.9280090332031, 300.00799560546875
851.8660278320312, 2.4110000133514404, 2577.554931640625, 349.4360046386719, 265.60699462890625
885.8790283203125, 2.2249999046325684, 3542.7470703125, 356.5929870605469, 345.4949951171875
872.6110229492188, 4.067999839782715, 3156.468994140625, 341.0669860839844, 304.7019958496094
868.3870239257812, 3.994999885559082, 2584.804931640625, 272.5509948730469, 296.85699462890625
886.291015625, 2.368000030517578, 2463.033935546875, 356.8559875488281, 299.0539855957031
977.8179931640625, 3.7869999408721924, 2833.905029296875, 365.2070007324219, 312.5270080566406
856.3870239257812, 5.283999919891357, 2621.9599609375, 291.3240051269531, 309.9750061035156
1252.428955078125, 2.5190000534057617, 2669.48193359375, 320.489013671875, 282.97198486328125
868.4929809570312, 2.0859999656677246, 2616.385986328125, 362.69000244140625, 521.6199951171875
1207.2840576171875, 6.170000076293945, 3085.985107421875, 321.3039855957031, 298.93499755859375
950.677001953125, 3.7720000743865967, 3220.3779296875, 287.87298583984375, 353.9049987792969
909.7949829101562, 2.934999942779541, 2712.783935546875, 334.15301513671875, 304.7130126953125
878.4819946289062, 4.51800012588501, 3603.54296875, 381.5660095214844, 359.8789978027344
982.8480224609375, 4.741000175476074, 2589.653076171875, 284.7820129394531, 274.7820129394531
1335.3690185546875, 3.444000005722046, 3674.035888671875, 321.1080017089844, 302.135009765625
904.1690063476562, 2.9059998989105225, 8293.5107421875, 416.0669860839844, 317.2099914550781
999.3270263671875, 4.014999866485596, 2730.803955078125, 434.17498779296875, 303.8590087890625
894.3820190429688, 5.081999778747559, 3299.2529296875, 335.6239929199219, 285.7200012207031
1167.1510009765625, 5.572999954223633, 4439.130859375, 302.4179992675781, 323.3559875488281
868.2930297851562, 3.11899995803833, 2662.117919921875, 292.8219909667969, 676.468017578125
1556.123046875, 4.583000183105469, 2676.574951171875, 296.2950134277344, 287.7359924316406
848.2750244140625, 3.803999900817871, 6031.7021484375, 1473.3389892578125, 312.09600830078125
1122.0059814453125, 4.0929999351501465, 4029.09912109375, 310.2229919433594, 304.2449951171875
1913.5059814453125, 4.033999919891357, 5277.4130859375, 449.4809875488281, 415.489013671875
1028.81298828125, 5.1620001792907715, 3253.26806640625, 355.8349914550781, 313.677001953125
2013.4229736328125, 3.3410000801086426, 4157.09912109375, 513.3770141601562, 369.00299072265625
1256.4510498046875, 3.805999994277954, 3714.27099609375, 342.33099365234375, 311.9859924316406
947.4929809570312, 4.818999767303467, 2629.178955078125, 309.8900146484375, 271.2690124511719
861.1820068359375, 2.6710000038146973, 3723.035888671875, 348.7179870605469, 278.8810119628906
880.3200073242188, 3.130000114440918, 2688.0400390625, 321.4750061035156, 744.9520263671875
1098.1429443359375, 6.877999782562256, 2930.1240234375, 275.2879943847656, 330.39599609375
862.9710083007812, 2.7049999237060547, 2570.423095703125, 315.9580078125, 307.89898681640625
889.6510009765625, 2.5799999237060547, 2545.050048828125, 1209.677978515625, 401.8179931640625
987.3140258789062, 3.565999984741211, 3211.2880859375, 353.67401123046875, 316.51300048828125
920.3259887695312, 3.9200000762939453, 2597.93408203125, 277.7120056152344, 270.7080078125
870.9520263671875, 2.378000020980835, 2585.860107421875, 278.55999755859375, 263.6759948730469
1224.488037109375, 4.168000221252441, 4460.39111328125, 297.3940124511719, 765.9879760742188
1097.907958984375, 8.309000015258789, 2638.587890625, 357.3559875488281, 294.7449951171875
846.85302734375, 6.729000091552734, 2883.294921875, 296.9330139160156, 277.0419921875
875.5689697265625, 2.322999954223633, 2731.19091796875, 302.3370056152344, 912.2269897460938
1023.1300048828125, 5.464000225067139, 3154.991943359375, 288.3590087890625, 272.51800537109375
861.9719848632812, 5.035999774932861, 2480.31298828125, 357.6510009765625, 274.3070068359375
847.2659912109375, 3.065000057220459, 2640.868896484375, 332.3139953613281, 277.9939880371094
1309.47998046875, 2.2160000801086426, 3580.159912109375, 569.448974609375, 486.46099853515625
981.9180297851562, 4.189000129699707, 2456.512939453125, 328.1700134277344, 275.42498779296875
834.3270263671875, 2.2720000743865967, 2971.70703125, 301.9939880371094, 297.1419982910156
847.6799926757812, 3.1740000247955322, 2466.656982421875, 274.9630126953125, 294.4620056152344
981.822021484375, 5.182000160217285, 4256.77001953125, 298.14300537109375, 278.09600830078125
839.0590209960938, 2.9149999618530273, 2529.071044921875, 255.6529998779297, 285.031005859375
871.6580200195312, 2.3269999027252197, 4394.884765625, 280.7090148925781, 303.760986328125
1762.4239501953125, 8.491000175476074, 3683.537109375, 344.27301025390625, 285.93499755859375
864.9829711914062, 3.1050000190734863, 2474.52587890625, 295.1369934082031, 315.75
900.4819946289062, 2.2190001010894775, 3016.18603515625, 332.20599365234375, 303.760009765625
863.7839965820312, 2.2829999923706055, 2547.34912109375, 284.7170104980469, 701.0479736328125
1003.8170166015625, 3.7239999771118164, 2812.39892578125, 288.25201416015625, 275.9679870605469
1258.8509521484375, 2.872999906539917, 2686.198974609375, 305.79901123046875, 304.0480041503906
843.8189697265625, 2.765000104904175, 2576.2099609375, 340.65399169921875, 295.9129943847656
856.4959716796875, 2.5769999027252197, 3617.64892578125, 370.7919921875, 388.68798828125
972.3590087890625, 8.904000282287598, 2696.719970703125, 269.6189880371094, 383.6130065917969
871.6480102539062, 2.4230000972747803, 2666.7958984375, 303.1820068359375, 279.0090026855469
853.6279907226562, 2.180999994277954, 2401.87890625, 290.447998046875, 284.8399963378906
836.843017578125, 2.2760000228881836, 5019.2021484375, 327.65399169921875, 322.89898681640625
893.8839721679688, 3.4170000553131104, 2557.360107421875, 302.0220031738281, 275.0320129394531
836.083984375, 2.3610000610351562, 2672.10302734375, 324.56500244140625, 282.9960021972656
894.9810180664062, 2.234999895095825, 3594.458984375, 563.6610107421875, 362.9440002441406
1851.636962890625, 6.754000186920166, 2668.04296875, 352.4429931640625, 283.031005859375
866.8909912109375, 3.865000009536743, 2967.199951171875, 1996.322021484375, 378.1189880371094
1044.39501953125, 3.693000078201294, 3006.695068359375, 2505.0400390625, 341.5979919433594
1583.9820556640625, 4.052999973297119, 2824.62890625, 300.7879943847656, 275.99798583984375
912.8359985351562, 3.0920000076293945, 2540.012939453125, 294.6090087890625, 290.5769958496094
825.926025390625, 2.325000047683716, 2552.72607421875, 338.8599853515625, 343.2409973144531
2845.595947265625, 3.1540000438690186, 2752.9951171875, 308.3500061035156, 274.14801025390625
832.1229858398438, 4.745999813079834, 2670.48388671875, 274.8290100097656, 269.4209899902344
852.6900024414062, 2.114000082015991, 2961.282958984375, 293.89898681640625, 265.2699890136719
859.02099609375, 3.188999891281128, 3029.677978515625, 302.0530090332031, 324.9930114746094
1176.656005859375, 5.857999801635742, 2759.662109375, 286.8179931640625, 297.6860046386719
925.72802734375, 3.184000015258789, 2590.885009765625, 276.1310119628906, 291.635986328125
830.177001953125, 2.578000068664551, 3054.93798828125, 277.2409973144531, 282.7279968261719
906.8809814453125, 4.808000087738037, 3196.030029296875, 421.8039855957031, 283.4750061035156
874.4619750976562, 2.9590001106262207, 2716.201904296875, 286.3659973144531, 1149.4549560546875
849.958984375, 2.8889999389648438, 2468.330078125, 344.11199951171875, 274.7149963378906
1074.8310546875, 2.322000026702881, 4376.42822265625, 452.7019958496094, 385.56201171875
1087.9429931640625, 3.8399999141693115, 3209.596923828125, 297.38800048828125, 288.7799987792969
873.1229858398438, 2.86299991607666, 2898.00390625, 290.52301025390625, 291.677001953125
856.2979736328125, 5.169000148773193, 3158.43896484375, 874.6729736328125, 409.60699462890625
3338.365966796875, 6.751999855041504, 3610.862060546875, 350.7040100097656, 323.9230041503906
921.9949951171875, 3.25600004196167, 3983.638916015625, 299.4639892578125, 357.6189880371094
1080.376953125, 4.2230000495910645, 10413.365234375, 479.2659912109375, 367.2560119628906
1498.552978515625, 3.114000082015991, 4608.38720703125, 386.12298583984375, 501.7070007324219
2717.89599609375, 3.990000009536743, 3567.241943359375, 776.8590087890625, 406.3219909667969
2671.5400390625, 4.020999908447266, 2793.446044921875, 282.9419860839844, 279.54901123046875
1023.4769897460938, 3.125, 4023.287109375, 384.052001953125, 378.92401123046875
1086.3790283203125, 4.126999855041504, 3628.89599609375, 315.8089904785156, 352.8420104980469
1021.2919921875, 2.489000082015991, 3241.5048828125, 313.18701171875, 301.7409973144531
866.5289916992188, 3.364000082015991, 3884.508056640625, 344.9169921875, 745.0330200195312
1252.447021484375, 6.185999870300293, 2738.6630859375, 319.6210021972656, 311.72698974609375
1160.177978515625, 2.6710000038146973, 3288.990966796875, 292.71099853515625, 306.83099365234375
1183.116943359375, 2.9579999446868896, 4419.6767578125, 363.3399963378906, 326.6730041503906
2231.909912109375, 5.814000129699707, 3383.43505859375, 336.8630065917969, 293.3179931640625
1326.135009765625, 3.0739998817443848, 2763.613037109375, 318.3210144042969, 340.65899658203125
930.1710205078125, 2.875, 3180.841064453125, 361.64300537109375, 349.1109924316406
1368.5980224609375, 4.25600004196167, 5831.81884765625, 339.6759948730469, 317.1130065917969
978.9769897460938, 4.761000156402588, 3138.6279296875, 573.3419799804688, 358.3970031738281
3519.222900390625, 7.23799991607666, 4005.6640625, 334.99798583984375, 297.989990234375
990.64697265625, 3.121000051498413, 2838.294921875, 321.5849914550781, 291.4830017089844
1658.073974609375, 3.1740000247955322, 6948.56689453125, 648.5469970703125, 602.5239868164062
1077.362060546875, 3.184000015258789, 2813.886962890625, 271.67498779296875, 294.2120056152344
884.6170043945312, 4.806000232696533, 3118.35400390625, 290.0329895019531, 286.8689880371094
934.7960205078125, 3.4560000896453857, 7608.7578125, 300.0400085449219, 326.3919982910156
971.4840087890625, 2.802999973297119, 3154.35205078125, 293.6029968261719, 296.8699951171875
936.5980224609375, 2.868000030517578, 2894.56494140625, 351.4800109863281, 798.5919799804688
1314.083984375, 5.548999786376953, 5369.501953125, 302.64801025390625, 366.9079895019531
942.9650268554688, 7.388000011444092, 3002.298095703125, 307.8280029296875, 305.6029968261719
1007.5390014648438, 2.7320001125335693, 6256.3837890625, 381.00201416015625, 362.79901123046875
1354.416015625, 3.885999917984009, 3095.89208984375, 301.6820068359375, 329.45001220703125
964.2630004882812, 3.002000093460083, 3085.988037109375, 314.2309875488281, 335.2200012207031
1031.1939697265625, 2.494999885559082, 3008.218017578125, 494.49798583984375, 466.8110046386719
1574.802001953125, 4.171999931335449, 4510.744140625, 340.9729919433594, 323.4119873046875
990.5709838867188, 3.3380000591278076, 2944.633056640625, 1866.64794921875, 310.0060119628906
982.2410278320312, 3.999000072479248, 5435.1728515625, 1075.7900390625, 367.6570129394531
1660.72705078125, 3.359999895095825, 3848.98193359375, 374.8689880371094, 360.2439880371094
2444.825927734375, 3.5969998836517334, 6648.87890625, 1207.1419677734375, 481.2929992675781
3389.85302734375, 4.74399995803833, 8434.8466796875, 1006.9199829101562, 1105.363037109375
8427.0947265625, 4.111000061035156, 13930.72265625, 433.71099853515625, 341.1109924316406
1250.384033203125, 3.86899995803833, 3720.44091796875, 348.4859924316406, 326.57501220703125
1085.426025390625, 3.184999942779541, 4896.14697265625, 374.59100341796875, 381.42999267578125
1052.092041015625, 3.8369998931884766, 3327.924072265625, 391.343994140625, 341.34698486328125
1113.27001953125, 3.1470000743865967, 7695.33203125, 371.0090026855469, 402.9729919433594
1289.9429931640625, 7.324999809265137, 2928.133056640625, 300.0849914550781, 298.98699951171875
921.406982421875, 3.7239999771118164, 3098.99609375, 369.739990234375, 305.59600830078125
1075.22900390625, 3.3510000705718994, 3472.47802734375, 1433.449951171875, 401.625
1922.3360595703125, 3.2249999046325684, 3236.821044921875, 391.010009765625, 537.47802734375
6240.3330078125, 3.61299991607666, 11004.1435546875, 327.1310119628906, 370.2309875488281
